#disp    load
0.0 -0.0
0.00200000009499 479.625823975
0.00400000018999 958.770202637
0.00600000005215 1437.43383789
0.00800000037998 1915.6171875
0.00850000046194 2035.07922363
0.00925000011921 2214.18847656
0.0103749996051 2482.59814453
0.0107968747616 2583.15576172
0.0114296879619 2733.82202148
0.0123789058998 2959.16796875
0.0127348629758 3043.37841797
0.0132687985897 3169.18481445
0.0140697024763 3356.60961914
0.0152710573748 3632.05517578
0.0157215651125 3728.51855469
0.0161720737815 3808.01196289
0.0166225805879 3862.85107422
0.0172983445227 3908.54345703
0.0183119866997 3933.70605469
0.0186921022832 3936.64477539
0.0192622765899 3939.72338867
0.0201175399125 3941.91210938
0.0214004311711 3942.91210938
0.0233247689903 3942.71508789
0.0253247693181 3941.73657227
0.0273247696459 3940.50854492
0.0293247699738 3939.09350586
0.0313247703016 3937.59033203
0.0333247706294 3935.99975586
0.0353247709572 3934.36328125
0.0373247712851 3932.67944336
0.0393247678876 3930.96484375
0.0413247682154 3929.22045898
0.0433247685432 3927.45507812
0.0453247688711 3925.66918945
0.0473247691989 3923.8671875
0.0493247695267 3922.04956055
0.0513247698545 3920.21826172
0.0533247701824 3918.37451172
0.0553247705102 3916.51904297
0.057324770838 3914.65258789
0.0593247711658 3912.77587891
0.0613247714937 3910.88964844
0.0633247718215 3908.99389648
0.065324768424 3907.08911133
0.0673247724771 3905.17602539
0.0693247690797 3903.25439453
0.0713247731328 3901.32495117
0.0733247697353 3899.38745117
0.0753247663379 3897.44238281
0.077324770391 3895.48974609
0.0793247669935 3893.52978516
0.0813247710466 3891.5625
0.0833247676492 3889.58813477
0.0853247717023 3887.60668945
0.0873247683048 3885.6184082
0.0893247723579 3883.62329102
0.0913247689605 3881.62133789
0.0933247730136 3879.61279297
0.0953247696161 3877.59741211
0.0973247662187 3875.57568359
0.0993247702718 3873.54736328
0.101324766874 3871.51245117
0.103324770927 3869.47119141
0.10532476753 3867.42358398
0.107324771583 3865.36938477
0.109324768186 3863.30883789
0.111324772239 3861.2421875
0.113324768841 3859.16894531
0.115324772894 3857.08959961
0.117324769497 3855.00366211
0.119324766099 3852.91162109
0.121324770153 3850.81323242
0.123324766755 3848.70849609
0.125324770808 3846.59741211
0.127324774861 3844.47998047
0.129324764013 3842.35644531
0.131324768066 3840.22631836
0.13332477212 3838.08984375
0.135324776173 3835.94726562
0.137324765325 3833.7980957
0.139324769378 3831.64257812
0.141324773431 3829.48046875
0.143324762583 3827.31225586
0.145324766636 3825.13745117
0.147324770689 3822.95605469
0.149324774742 3820.76831055
0.151324763894 3818.57397461
0.153324767947 3816.37329102
0.155324772 3814.16601562
0.157324776053 3811.95214844
0.159324765205 3809.73168945
0.161324769258 3807.50463867
0.163324773312 3805.27099609
0.165324762464 3803.03051758
0.167324766517 3800.78344727
0.16932477057 3798.52978516
0.171324774623 3796.26928711
0.173324763775 3794.00195312
0.175324767828 3791.72802734
0.177324771881 3789.44726562
0.179324775934 3787.15942383
0.181324765086 3784.86499023
0.183324769139 3782.5637207
0.185324773192 3780.25537109
0.187324762344 3777.94018555
0.189324766397 3775.61791992
0.191324770451 3773.28881836
0.193324774504 3770.95263672
0.195324763656 3768.609375
0.197324767709 3766.25927734
0.199324771762 3763.90185547
0.201324775815 3761.53759766
0.203324764967 3759.16601562
0.20532476902 3756.78735352
0.207324773073 3754.40161133
0.209324762225 3752.00878906
0.211324766278 3749.60864258
0.213324770331 3747.20117188
0.215324774384 3744.78662109
0.217324763536 3742.36499023
0.21932476759 3739.93579102
0.221324771643 3737.49951172
0.223324775696 3735.05566406
0.225324764848 3732.60473633
0.227324768901 3730.14648438
0.229324772954 3727.6809082
0.231324777007 3725.20800781
0.233324766159 3722.72753906
0.235324770212 3720.23999023
0.237324774265 3717.74487305
0.239324763417 3715.24243164
0.24132476747 3712.73242188
0.243324771523 3710.21508789
0.245324775577 3707.69042969
0.247324764729 3705.15844727
0.249324768782 3702.61889648
0.251324772835 3700.07177734
0.253324776888 3697.51733398
0.255324780941 3694.95532227
0.257324755192 3692.38598633
0.259324759245 3689.80908203
0.261324763298 3687.22485352
0.263324767351 3684.63305664
0.265324771404 3682.03393555
0.267324775457 3679.42724609
0.26932477951 3676.81298828
0.271324783564 3674.19116211
0.273324757814 3671.56201172
0.275324761868 3668.92553711
0.277324765921 3666.28149414
0.279324769974 3663.62988281
0.281324774027 3660.97070312
0.28332477808 3658.30419922
0.285324782133 3655.63037109
0.287324756384 3652.94873047
0.289324760437 3650.25976562
0.29132476449 3647.56347656
0.293324768543 3644.85961914
0.295324772596 3642.1484375
0.297324776649 3639.4296875
0.299324780703 3636.70361328
0.301324754953 3633.9699707
0.303324759007 3631.22900391
0.30532476306 3628.48046875
0.307324767113 3625.72460938
0.309324771166 3622.96142578
0.311324775219 3620.19091797
0.313324779272 3617.4128418
0.315324783325 3614.62744141
0.317324757576 3611.83447266
0.319324761629 3609.03442383
0.321324765682 3606.22680664
0.323324769735 3603.41210938
0.325324773788 3600.58984375
0.327324777842 3597.76025391
0.329324781895 3594.92358398
0.331324756145 3592.0793457
0.333324760199 3589.2277832
0.335324764252 3586.36914062
0.337324768305 3583.50317383
0.339324772358 3580.62988281
0.341324776411 3577.74926758
0.343324780464 3574.86132812
0.345324784517 3571.96630859
0.347324758768 3569.06396484
0.349324762821 3566.15454102
0.351324766874 3563.23779297
0.353324770927 3560.31396484
0.355324774981 3557.3828125
0.357324779034 3554.44458008
0.359324783087 3551.49902344
0.361324757338 3548.54638672
0.363324761391 3545.58666992
0.365324765444 3542.61987305
0.367324769497 3539.64575195
0.36932477355 3536.66479492
0.371324777603 3533.67651367
0.373324781656 3530.68139648
0.375324755907 3527.67895508
0.37732475996 3524.66967773
0.379324764013 3521.65332031
0.381324768066 3518.62988281
0.38332477212 3515.59936523
0.385324776173 3512.56201172
0.387324780226 3509.51733398
0.389324784279 3506.46606445
0.39132475853 3503.40771484
0.393324762583 3500.34228516
0.395324766636 3497.27001953
0.397324770689 3494.19091797
0.399324774742 3491.10473633
0.401324778795 3488.01171875
0.403324782848 3484.91186523
0.405324757099 3481.80517578
0.407324761152 3478.69140625
0.409324765205 3475.57104492
0.411324769258 3472.44384766
0.413324773312 3469.30981445
0.415324777365 3466.16894531
0.417324781418 3463.02124023
0.419324755669 3459.86694336
0.421324759722 3456.70581055
0.423324763775 3453.5378418
0.425324767828 3450.36328125
0.427324771881 3447.18212891
0.429324775934 3443.99414062
0.431324779987 3440.79956055
0.43332478404 3437.59838867
0.435324758291 3434.390625
0.437324762344 3431.17602539
